PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Guillermo Quintana,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.206,999,sa3005916
Jonathan Mejia,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.336,999,sa3018411
Samuel Gil,0,1,1,0,0,0,0,0,0,0,0,0,0.155,0.272,999,sa3018963
David Leon,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.343,999,sa3016336
Erick PeÃ±a,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.367,999,sa3014686
Ryan Higgins,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.319,999,sa3017220
Jean Walters,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.228,999,sa3015236
Jesus Baez,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.315,999,sa3018507
Jansel Luis,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.22,999,sa3018508
Jonathan Embry,0,1,1,0,0,0,0,0,0,0,0,0,0.169,0.284,999,sa1169879
Randy Romero,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.279,999,sa3006185
Wesley Zapata,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.265,999,sa3015770
Jose Colmenares,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.277,999,sa3009817
Hamlet Marte,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.373,999,sa597218
Nathan Perry,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.239,999,sa3004756
Keiderson Pavon,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.196,999,sa3015811
Cade Fergus,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.407,999,sa3019919
Victor Acosta,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.3,999,sa3015705
Gabriel Gil,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.316,999,sa3005935
Sandry Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.261,999,sa3015649
Anthony Garcia,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.434,999,sa3005924
Oscar Silverio,0,1,1,0,0,0,0,0,0,0,0,0,0.132,0.357,999,sa3016135
Brett Johnson,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.307,999,sa3019869
Brenny Escanio,0,1,1,0,0,0,0,0,0,0,0,0,0.146,0.326,999,sa3015565
Yorvis Torrealba,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.219,999,sa3010343
Elvis Rijo,0,1,1,0,0,0,0,0,0,0,0,0,0.148,0.263,999,sa3018975
Josue Romero,0,1,1,0,0,0,0,0,0,0,0,0,0.136,0.308,999,sa3016190
Jose Caguana,0,1,1,0,0,0,0,0,0,0,0,0,0.131,0.397,999,sa3009310
Alvin Guzman,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.343,999,sa3008748
Luis Guerra,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.262,999,sa3015788
Jelfry Marte,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.325,999,sa3006886
Alejandro Pie,0,1,1,0,0,0,0,0,0,0,0,0,0.157,0.346,999,sa3008754
Samuel Rojas,0,1,1,0,0,0,0,0,0,0,0,0,0.143,0.308,999,sa3016088
Jose Aular,0,1,1,0,0,0,0,0,0,0,0,0,0.14,0.3,999,sa3017954
Andy Lugo,0,1,1,0,0,0,0,0,0,0,0,0,0.179,0.256,999,sa3018400
Abel Noguera,0,1,1,0,0,0,0,0,0,0,0,0,0.14,0.309,999,sa3009308
Caleb Scires,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.349,999,sa918832
Dayton Dooney,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.311,999,sa3017117
Hedbert Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.327,999,sa3014692
Jose Melendez,0,1,1,0,0,0,0,0,0,0,0,0,0.14,0.299,999,sa3015827
Josue Briceno,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.309,999,sa3018584
Pedro Pineda,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.42,999,sa3015703
Miguel Dominguez,0,1,1,0,0,0,0,0,0,0,0,0,0.127,0.376,999,sa3018957
Andy Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.199,999,sa3015857
Amador Arias,0,1,1,0,0,0,0,0,0,0,0,0,0.149,0.351,999,sa3003216
Zach Cole Jr.,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.332,999,sa3019937
Justin Ammons,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.321,999,sa3011664
Austin Schultz,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.328,999,sa3016958
Maycol Justo,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.312,999,sa3015616
Adriel Sotolongo,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.299,999,sa3015296
Jefferson Rojas,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.226,999,sa3018571
Marcos Brito,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.377,999,sa3003183
Raimfer Salinas,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.348,999,sa3005597
Erison Placencia,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.367,999,sa3011669
Jesus Bugarin,0,1,1,0,0,0,0,0,0,0,0,0,0.183,0.271,999,sa3011857
Jose Medina,0,1,1,0,0,0,0,0,0,0,0,0,0.143,0.324,999,sa3018621
Ernny Ordonez,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.306,999,sa1170897
Alexander Albertus,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.287,999,sa3018950
Lewis Castillo,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.244,999,sa3015680
Riquelmin Cabral,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.251,999,sa3015518
Cristian Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.247,999,sa3018640
Alexander Martinez,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.285,999,sa3018517
Amell Brazoban,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.29,999,sa3008869
Luke Heyer,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.331,999,sa3007042
Je'Von Ward,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.295,999,sa3004969
Dangelo Sarmiento,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.279,999,sa3018499
Griffin Lockwood-Powell,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.308,999,sa3019303
Cristhian Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.333,999,sa3008785
Rafael Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.343,999,sa3015819
Luis Silva,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.325,999,sa3005547
Luis Encarnacion,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.29,999,sa3015548
Danyer Cueva,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.281,999,sa3015725
Eric Martinez,0,1,1,0,0,0,0,0,0,0,0,0,0.138,0.34,999,sa3017023
Ryan Burrowes,0,1,1,0,0,0,0,0,0,0,0,0,0.149,0.296,999,sa3018619
Ramon Peralta,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.337,999,sa3015752
Frank Astacio,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.297,999,sa3008856
Rafael Ramirez,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.283,999,sa3018476
Felix Tena,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.297,999,sa3015847
Steven Williams,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.274,999,sa3017553
Oswaldo Osorio,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.363,999,sa3018560
Xavier Valentin,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.371,999,sa3008144
Eric Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.263,999,sa3011883
Hansel Otamendi,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.299,999,sa3009340
Zac Ching,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.351,999,sa1169881
Kyle Battle,0,1,1,0,0,0,0,0,0,0,0,0,0.169,0.308,999,sa3016968
Alberis Ferrer,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.375,999,sa3005584
Yoffry Solano,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.262,999,sa3019638
Juan Baez,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.244,999,sa3018525
Marco Soto,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.24,999,sa3016872
Enderson Delgado,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.321,999,sa3018576
Braulio Vasquez,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.252,999,sa924858
Jhosward Camacho,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.284,999,sa3015755
Drew Maggi,3,12,13,2,0,0,0,1,1,1,4,0,0.199,0.295,999,sa549144
Jorge Puerta,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.254,999,sa3015606
Faruk De La Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.135,0.305,999,sa3018554
Bryan Acuna,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.309,999,sa3018427
Yimmy Diaz,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.265,999,sa3018394
Branden Boissiere,0,1,1,0,0,0,0,0,0,0,0,0,0.179,0.3,999,sa3017558
Jose Tello,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.268,999,sa873350
Jake Randa,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.292,999,sa3010033
Miguel Tamares,0,1,1,0,0,0,0,0,0,0,0,0,0.125,0.363,999,sa3018592
Steven Cespedes,0,1,1,0,0,0,0,0,0,0,0,0,0.143,0.304,999,sa3016182
Kelvin HIdalgo,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.268,999,sa3018472
Alberto Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.256,999,sa3018582
Shane Muntz,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.283,999,sa3016954
Juan Castillo,0,1,1,0,0,0,0,0,0,0,0,0,0.169,0.277,999,sa3015541
Robert Puason,0,1,1,0,0,0,0,0,0,0,0,0,0.157,0.342,999,sa3014697
Lency Delgado,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.36,999,sa3006913
Felix Stevens,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.346,999,sa3008946
Christopher Suero,0,1,1,0,0,0,0,0,0,0,0,0,0.12,0.376,999,sa3018614
Nick Decker,0,1,1,0,0,0,0,0,0,0,0,0,0.157,0.396,999,sa3008590
Eduardo Montero,0,1,1,0,0,0,0,0,0,0,0,0,0.137,0.316,999,sa3016152
Luis Lara,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.267,999,sa3018514
Brahian Silva,0,1,1,0,0,0,0,0,0,0,0,0,0.126,0.345,999,sa3016753
George Feliz,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.355,999,sa3015596
Yordany De Los Santos,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.292,999,sa3018408
Nicandro Aybar,0,1,1,0,0,0,0,0,0,0,0,0,0.148,0.287,999,sa3018544
Fidel Castro,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.379,999,sa3003175
Connor Blair,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.347,999,sa3011382
Reyden Hidalgo,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.197,999,sa3016330
Dayro Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.146,0.359,999,sa3009299
Trevor Boone,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.385,999,sa3010336
Torin Montgomery,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.3,999,sa3019823
Justin Guerrero,0,1,1,0,0,0,0,0,0,0,0,0,0.134,0.322,999,sa3015615
Jose Reyes,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.322,999,sa3005490
Luis Ravelo,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.256,999,sa3016171
Jack-Thomas Wold,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.242,999,sa3017402
Matheus Lelis,0,1,1,0,0,0,0,0,0,0,0,0,0.127,0.316,999,sa3009556
Victor Mascai,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.362,999,sa3005754
Darwin De Leon,0,1,1,0,0,0,0,0,0,0,0,0,0.156,0.268,999,sa3019665
Luis Ogando,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.277,999,sa3018924
Juan Loyo,0,1,1,0,0,0,0,0,0,0,0,0,0.136,0.365,999,sa3005948
Erubiel Fuentes,0,1,1,0,0,0,0,0,0,0,0,0,0.149,0.23,999,sa3015581
Esmarly Tatis,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.239,999,sa3009345
Jose De La Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.377,999,sa3008747
Brandon Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.339,999,sa3009835
Geuri Lubo,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.255,999,sa3017122
Jorge Ruiz,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.302,999,sa3015873
Andrick Nava,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.237,999,sa3010693
Jose Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.293,999,sa3008753
Diowill Burgos,0,1,1,0,0,0,0,0,0,0,0,0,0.169,0.344,999,sa3005740
Terry Fuller,0,1,1,0,0,0,0,0,0,0,0,0,0.155,0.351,999,sa3004265
Braian FernÃ¡ndez,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.316,999,sa3005751
Jaxon Hallmark,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.37,999,sa3018101
Cristhian Longa,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.266,999,sa3003408
Caberea Weaver,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.377,999,sa3006866
Cristopher Barete,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.346,999,sa3008887
Germain Noriega,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.307,999,sa3018968
Jhonny Perdomo,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.269,999,sa3015656
Oswal Leones,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.303,999,sa3005945
Narciso Polanco,0,1,1,0,0,0,0,0,0,0,0,0,0.135,0.353,999,sa3018564
Daniel Castro,0,1,1,0,0,0,0,0,0,0,0,0,0.129,0.356,999,sa3018610
Marvin Alcantara,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.261,999,sa3018558
Jose De Jesus,0,1,1,0,0,0,0,0,0,0,0,0,0.156,0.318,999,sa3018420
Nic Ready,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.344,999,sa3009892
Javeon Cody,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.335,999,sa1169970
Ulrich Bojarski,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.395,999,sa3004381
Juan Matheus,0,1,1,0,0,0,0,0,0,0,0,0,0.139,0.344,999,sa3018611
Samuel Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.294,999,sa3015758
Julio Enrique,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.354,999,sa3005503
Armando Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.237,999,sa3015695
Trevor Kehe,0,1,1,0,0,0,0,0,0,0,0,0,0.165,0.365,999,sa3010856
Adrian Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.143,0.351,999,sa3016106
Jeral Toledo,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.255,999,sa3015590
Odalys Peguero,0,1,1,0,0,0,0,0,0,0,0,0,0.15,0.294,999,sa3015626
Chase Krogman,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.393,999,sa3011615
Elijah Cabell,0,1,1,0,0,0,0,0,0,0,0,0,0.141,0.435,999,sa3017323
Derlin Figueroa,0,1,1,0,0,0,0,0,0,0,0,0,0.149,0.314,999,sa3015851
Peyton Williams,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.319,999,sa3020099
Ricardo Cubillan,0,1,1,0,0,0,0,0,0,0,0,0,0.149,0.28,999,sa917089
Victor Valera,0,1,1,0,0,0,0,0,0,0,0,0,0.156,0.254,999,sa3015671
Darol Garcia,0,1,1,0,0,0,0,0,0,0,0,0,0.156,0.315,999,sa3015556
Edwin Amparo,0,1,1,0,0,0,0,0,0,0,0,0,0.15,0.284,999,sa3018526
Robert Mendoza,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.325,999,sa3009291
Carter Jensen,0,1,1,0,0,0,0,0,0,0,0,0,0.176,0.263,999,sa3017339
Ronny Rojas,0,1,1,0,0,0,0,0,0,0,0,0,0.136,0.393,999,sa3005530
Colby Smelley,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.287,999,sa3017797
Dairon Cuevas,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.329,999,sa3008792
Eduarqui Fernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.377,999,sa3008749
Jasiah Dixon,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.311,999,sa3011590
Anyelo Encarnacion,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.348,999,sa3016157
Pedro Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.143,0.309,999,sa3018454
Rainier Rivas,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.337,999,sa3005527
Lyonell James,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.28,999,sa3015524
Abel Bastidas,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.285,999,sa3015709
Felix Familia,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.245,999,sa3003213
Ahbram Liendo,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.239,999,sa3016173
Jose Colmenarez,0,1,1,0,0,0,0,0,0,0,0,0,0.128,0.359,999,sa3017560
Franklin Lopez,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.32,999,sa3018936
Jose Bermudez,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.332,999,sa916720
Liam Spence,0,1,1,0,0,0,0,0,0,0,0,0,0.179,0.265,999,sa3017289
German Ortiz,0,1,1,0,0,0,0,0,0,0,0,0,0.139,0.344,999,sa3018011
Nelson Medina,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.349,999,sa3005549
Miguel Briceno,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.23,999,sa3015566
Kenyon Yovan,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.374,999,sa3016839
Alex Zapete,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.306,999,sa3008811
Braylin Minier,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.305,999,sa3015177
Winder Diaz,0,1,1,0,0,0,0,0,0,0,0,0,0.141,0.328,999,sa3015764
Waner Luciano,0,1,1,0,0,0,0,0,0,0,0,0,0.137,0.351,999,sa3018501
Anderson Colmenarez,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.26,999,sa3015861
Alexis Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.15,0.281,999,sa3018413
Brayan Oropeza,0,1,1,0,0,0,0,0,0,0,0,0,0.128,0.366,999,sa3017827
Yordalin Pena,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.306,999,sa3018489
Eduardo Vaughan,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.335,999,sa3008810
Pierce Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.307,999,sa3010338
Densi Meli,0,1,1,0,0,0,0,0,0,0,0,0,0.146,0.321,999,sa3008927
Kenny Baez,0,1,1,0,0,0,0,0,0,0,0,0,0.129,0.341,999,sa3016530
Brenden Dixon,0,1,1,0,0,0,0,0,0,0,0,0,0.165,0.322,999,sa3017397
Junior Del Valle,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.308,999,sa3015825
Erick Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.294,999,sa3018641
Julio Carrion,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.37,999,sa3010015
Saul Garza,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.338,999,sa3015225
Jairo Diaz,0,1,1,0,0,0,0,0,0,0,0,0,0.138,0.309,999,sa3018606
Junior Sanquintin,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.326,999,sa3010863
Obie Ricumstrict,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.343,999,sa3004282
Burle Dixon,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.401,999,sa1170041
Karson Simas,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.328,999,sa3011739
Will Bartlett,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.332,999,sa3010032
Kenni Gomez,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.359,999,sa3018430
Alexander Ramirez,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.328,999,sa3008757
Andres Nolaya,0,1,1,0,0,0,0,0,0,0,0,0,0.126,0.347,999,sa3018563
Yohenny Mata,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.268,999,sa3016338
Jesus Chirinos,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.364,999,sa3005538
Wendell Marrero,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.344,999,sa3010044
Arison Jimenez,0,1,1,0,0,0,0,0,0,0,0,0,0.138,0.362,999,sa3015625
Nolan Beltran,0,1,1,0,0,0,0,0,0,0,0,0,0.151,0.236,999,sa3018466
Tucker Flint,0,1,1,0,0,0,0,0,0,0,0,0,0.165,0.355,999,sa3019856
Ezequiel Alvarez,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.25,999,sa3009559
Daniel Bruzual,0,1,1,0,0,0,0,0,0,0,0,0,0.141,0.281,999,sa3018531
Jonatan Machado,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.315,999,sa924310
Joe Vranesh,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.365,999,sa1170006
Carlos Rondon,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.259,999,sa3009319
Adony Mejia,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.344,999,sa3008924
Carlos Jimenez,0,1,1,0,0,0,0,0,0,0,0,0,0.126,0.411,999,sa3015599
Yassel Pino,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.298,999,sa3010047
Luis Mendez,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.262,999,sa3015650
Oswal Rada,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.285,999,sa3015651
Ruben Santana,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.338,999,sa3018468
Angel Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.275,999,sa3008831
Dayker Baldallo,0,1,1,0,0,0,0,0,0,0,0,0,0.129,0.336,999,sa3017699
Lazaro Morales,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.32,999,sa3018647
Luis Echenique,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.24,999,sa3015655
Kendry Feliz,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.331,999,sa3018970
Gleider Figuereo,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.318,999,sa3015813
Gabe Moncada,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.361,999,sa3008789
Yerald Nin,0,1,1,0,0,0,0,0,0,0,0,0,0.148,0.3,999,sa3018479
Robert Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.309,999,sa3005919
Bren Spillane,0,1,1,0,0,0,0,0,0,0,0,0,0.161,0.383,999,sa876159
Juan Villavicencio,0,1,1,0,0,0,0,0,0,0,0,0,0.148,0.3,999,sa3018494
Juan Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.131,0.37,999,sa3018516
Cristian Benavides,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.322,999,sa3018535
Rivaldo Avila,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.344,999,sa3016313
Kevin Infante,0,1,1,0,0,0,0,0,0,0,0,0,0.15,0.347,999,sa3010877
Jean Carlos Sio,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.28,999,sa3018648
Carlos Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.112,0.413,999,sa3018607
Iverson Espinoza,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.264,999,sa3015528
Oscar Colina,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.327,999,sa3018010
Bladimir De La Rosa,0,1,1,0,0,0,0,0,0,0,0,0,0.147,0.335,999,sa3009331
Elio Campos,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.215,999,sa3016645
Esteban Mejia,0,1,1,0,0,0,0,0,0,0,0,0,0.162,0.222,999,sa3018527
Nestor Rios,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.342,999,sa3018918
Yeremi Cabrera,0,1,1,0,0,0,0,0,0,0,0,0,0.141,0.32,999,sa3018549
Aneudis Mordan,0,1,1,0,0,0,0,0,0,0,0,0,0.133,0.347,999,sa3015741
David Hollie,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.361,999,sa3007304
Micah Yonamine,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.306,999,sa3010905
Danny Lantigua,0,1,1,0,0,0,0,0,0,0,0,0,0.164,0.368,999,sa3005239
Jhonny Melenciano,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.302,999,sa3008776
Zach Biermann,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.332,999,sa3010158
Maikol Munoz,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.354,999,sa3018390
Starlin Aguilar,0,1,1,0,0,0,0,0,0,0,0,0,0.14,0.343,999,sa3015722
Nathanael Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.279,999,sa3015793
Nomar Velasquez,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.257,999,sa3019483
Carson Tucker,0,1,1,0,0,0,0,0,0,0,0,0,0.146,0.355,999,sa3014470
Kevin Watson Jr,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.324,999,sa3005151
Leandro Arias,0,1,1,0,0,0,0,0,0,0,0,0,0.14,0.311,999,sa3018433
Willmer De La Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.141,0.334,999,sa3015624
Albert Carpio,0,1,1,0,0,0,0,0,0,0,0,0,0.148,0.279,999,sa3018518
Jesus Feliz,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.255,999,sa3002624
Jose Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.142,0.336,999,sa3015557
Agustin Acosta,0,1,1,0,0,0,0,0,0,0,0,0,0.134,0.387,999,sa3018627
Alen Pineda,0,1,1,0,0,0,0,0,0,0,0,0,0.121,0.357,999,sa3018965
Jose Leanez,0,1,1,0,0,0,0,0,0,0,0,0,0.155,0.315,999,sa3015663
Yohander Linarez,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.272,999,sa3019212
Skeiling Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.165,0.348,999,sa3005542
Guillermo Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.153,0.263,999,sa3018602
